trade_number,position_type,open_time,duration,sma_short_value,sma_long_value,sma_signal,macd_value,macd_long_value,macd_signal,rsi_value,rsi_signal,wallet
24,close,2024-07-29 00:20:00,0,68114.04960000001,67869.14150000003,buy,181.2183372262225,95.7748925445466,buy,77.23260637009676,sell,556.8620677014943
25,open,2024-07-28 17:50:00,0,67770.11579999996,67721.40584999995,buy,43.436358286009636,22.519367843112782,buy,64.26445114006513,neutral,556.8620677014943
25,close,2024-07-29 02:15:00,0,68433.92880000001,68016.00710000003,buy,92.2050725678273,76.47540958812604,buy,69.36270393303911,neutral,573.8451313093667
26,open,2024-07-28 17:55:00,0,67769.49899999995,67721.54819999996,buy,52.45514543695026,28.506523361880276,buy,67.28687457274818,neutral,573.8451313093667
26,close,2024-07-29 02:15:00,0,68433.92880000001,68016.00710000003,buy,92.2050725678273,76.47540958812604,buy,69.36270393303911,neutral,590.5154585272979
27,open,2024-07-28 18:00:00,0,67769.00579999996,67720.82324999996,buy,58.24849553599779,34.45491779670378,buy,66.2339016190337,neutral,590.5154585272979
27,close,2024-07-29 02:15:00,0,68433.92880000001,68016.00710000003,buy,92.2050725678273,76.47540958812604,buy,69.36270393303911,neutral,607.8191746254035
28,open,2024-07-28 18:05:00,0,67768.55179999996,67719.90979999996,buy,60.950994952218025,39.75413322780663,buy,64.34954121401121,neutral,607.8191746254035
28,close,2024-07-29 02:15:00,0,68433.92880000001,68016.00710000003,buy,92.2050725678273,76.47540958812604,buy,69.36270393303911,neutral,625.8967156472542
29,open,2024-07-28 18:10:00,0,67768.83179999996,67719.15979999996,buy,66.25863985151227,45.05503455254776,buy,67.63472206104547,neutral,625.8967156472542
29,close,2024-07-29 02:15:00,0,68433.92880000001,68016.00710000003,buy,92.2050725678273,76.47540958812604,buy,69.36270393303911,neutral,643.6022630911605
30,open,2024-07-28 18:15:00,0,67774.08499999996,67719.21304999996,buy,79.60555662614934,51.965138967268075,buy,74.19047015519169,sell,643.6022630911605
30,close,2024-07-29 02:20:00,0,68457.55880000001,68024.92460000004,buy,128.0420448546065,86.78873664142213,buy,72.28242627615633,sell,663.6096761174759
31,open,2024-07-28 18:20:00,0,67779.18179999996,67718.94044999997,buy,88.7421374994301,59.32053867370048,buy,73.52397947346182,sell,663.6096761174759
31,close,2024-07-29 02:20:00,0,68457.55880000001,68024.92460000004,buy,128.0420448546065,86.78873664142213,buy,72.28242627615633,sell,684.3415250146204
32,open,2024-07-28 18:25:00,0,67787.73759999996,67719.03939999997,buy,104.96593006397597,68.44961695175559,buy,78.57796245684557,sell,684.3415250146204
32,close,2024-07-29 02:30:00,0,68513.3024,68044.56040000003,buy,197.55871234173537,119.45118095859107,buy,77.1468977179105,sell,707.4361641754906
33,open,2024-07-28 18:30:00,0,67796.97479999997,67719.44874999997,buy,113.13584241438366,77.3868620442812,buy,73.55856330128763,sell,707.4361641754906
33,close,2024-07-29 02:20:00,0,68457.55880000001,68024.92460000004,buy,128.0420448546065,86.78873664142213,buy,72.28242627615633,sell,727.7595669118681
34,open,2024-07-28 18:35:00,0,67807.23559999996,67720.28874999996,buy,121.44952482664667,86.19939460075429,buy,75.19227386759633,sell,727.7595669118681
34,close,2024-07-29 02:30:00,0,68513.3024,68044.56040000003,buy,197.55871234173537,119.45118095859107,buy,77.1468977179105,sell,752.3582588807137
35,open,2024-07-28 18:40:00,0,67816.35339999996,67720.61689999996,buy,120.48685976701381,93.05688763400619,buy,66.74288755525666,neutral,752.3582588807137
35,close,2024-07-29 02:20:00,0,68457.55880000001,68024.92460000004,buy,128.0420448546065,86.78873664142213,buy,72.28242627615633,sell,774.7832481890925
36,open,2024-07-28 18:45:00,0,67823.73179999997,67721.00689999996,buy,114.71956537821097,97.38942318284714,buy,62.242486249524816,neutral,774.7832481890925
36,close,2024-07-29 02:20:00,0,68457.55880000001,68024.92460000004,buy,128.0420448546065,86.78873664142213,buy,72.28242627615633,sell,798.9298371591474
37,open,2024-07-28 18:50:00,0,67829.53179999995,67721.80694999997,buy,110.64867016900098,100.0412725800779,buy,63.51969420664133,neutral,798.9298371591474
37,close,2024-07-29 02:20:00,0,68457.55880000001,68024.92460000004,buy,128.0420448546065,86.78873664142213,buy,72.28242627615633,sell,823.3051761159691
38,open,2024-07-28 18:55:00,0,67837.21179999996,67722.98694999996,buy,112.42049107153434,102.51711627836919,buy,67.6924150100425,neutral,823.3051761159691
38,close,2024-07-29 02:20:00,0,68457.55880000001,68024.92460000004,buy,128.0420448546065,86.78873664142213,buy,72.28242627615633,sell,846.5132667745387
39,open,2024-07-28 19:00:00,0,67846.38179999996,67723.55189999996,buy,109.17709729350463,103.84911248139628,buy,63.481764301822686,neutral,846.5132667745387
39,close,2024-07-29 02:20:00,0,68457.55880000001,68024.92460000004,buy,128.0420448546065,86.78873664142213,buy,72.28242627615633,sell,871.4329830817317
40,open,2024-07-28 19:05:00,0,67856.98199999996,67724.72194999996,buy,111.9331039085082,105.46591076681867,buy,67.70541643696404,neutral,871.4329830817317
40,close,2024-07-29 02:30:00,0,68513.3024,68044.56040000003,buy,197.55871234173537,119.45118095859107,buy,77.1468977179105,sell,900.4206719325581
